loss,accuracy,top_k_categorical_accuracy,val_loss,val_accuracy,val_top_k_categorical_accuracy,lr
1.1221705675125122,0.8008750081062317,0.9823750257492065,0.8203626871109009,0.855140209197998,0.9959112405776978,0.001
0.7306249737739563,0.8967499732971191,0.9975000023841858,1.0069408416748047,0.7733644843101501,0.9947429895401001,0.001
0.6897174715995789,0.9144999980926514,0.9982916712760925,0.847679078578949,0.851051390171051,0.990070104598999,0.001
0.6592356562614441,0.9257500171661377,0.9991250038146973,0.9976680874824524,0.7792056202888489,0.9883177280426025,0.001
0.6467799544334412,0.9312916398048401,0.9992916584014893,1.1701592206954956,0.7540887594223022,0.9556074738502502,0.001
0.624540388584137,0.9403749704360962,0.9994166493415833,1.5655665397644043,0.6074766516685486,0.9334112405776978,0.001
0.6050833463668823,0.9493749737739563,0.999708354473114,0.8927241563796997,0.8370327353477478,0.9889018535614014,0.001
0.5995156168937683,0.9516666531562805,0.999666690826416,0.8785913586616516,0.8259345889091492,0.9918224215507507,0.001
0.5808268189430237,0.9605000019073486,0.999833345413208,0.9346570372581482,0.8008177280426025,0.9970794320106506,0.001
0.5652655959129333,0.9678333401679993,0.999916672706604,1.1652398109436035,0.7225467562675476,0.9678738117218018,0.001
0.5562929511070251,0.9710000157356262,0.999958336353302,1.1129162311553955,0.7459112405776978,0.9550233483314514,0.001
0.5024817585945129,0.9935833215713501,1.0,0.9353187084197998,0.802570104598999,0.985981285572052,0.000100000005
0.48905012011528015,0.9984166622161865,1.0,0.9075414538383484,0.8171728849411011,0.9836448431015015,0.000100000005
0.48508334159851074,0.9990000128746033,1.0,0.9718028903007507,0.7879672646522522,0.980140209197998,0.000100000005
0.48245248198509216,0.9994166493415833,0.999958336353302,0.9349673390388489,0.8002336621284485,0.9824766516685486,0.000100000005
0.48017969727516174,0.9995416402816772,1.0,0.9471287131309509,0.8014018535614014,0.9830607771873474,0.000100000005
0.4785735607147217,0.999833345413208,1.0,0.9501268863677979,0.7967289686203003,0.9818925261497498,0.000100000005
0.47755467891693115,0.99979168176651,1.0,0.9958290457725525,0.7873831987380981,0.9783878326416016,0.000100000005
0.4766354262828827,0.999708354473114,1.0,0.9644513130187988,0.7943925261497498,0.9813084006309509,0.000100000005
0.4756588637828827,0.999916672706604,1.0,0.9632648229598999,0.7990654110908508,0.9813084006309509,0.000100000005
0.47468554973602295,0.999833345413208,1.0,0.987281858921051,0.7891355156898499,0.9818925261497498,0.000100000005
0.4734973907470703,0.999958336353302,1.0,0.953773021697998,0.8002336621284485,0.9813084006309509,1.0000001e-05
0.473555326461792,0.999916672706604,1.0,0.9579530358314514,0.8014018535614014,0.9824766516685486,1.0000001e-05
0.47315624356269836,1.0,1.0,0.9641637802124023,0.7967289686203003,0.9830607771873474,1.0000001e-05
0.47333139181137085,1.0,1.0,0.9686632752418518,0.792640209197998,0.9824766516685486,1.0000001e-05
0.47305795550346375,0.999958336353302,1.0,0.9640588760375977,0.7949766516685486,0.9807242751121521,1.0000001e-05
