loss,accuracy,top_k_categorical_accuracy,val_loss,val_accuracy,val_top_k_categorical_accuracy,lr
2.2012195587158203,0.17560000717639923,0.7552857398986816,1.9279875755310059,0.3768693804740906,0.7228314876556396,0.001
1.9405163526535034,0.18808571994304657,0.7733428478240967,1.3965535163879395,0.5682951211929321,0.9012961387634277,0.001
1.9281644821166992,0.1980857104063034,0.7876571416854858,1.2755863666534424,0.6640079617500305,0.9451645016670227,0.001
1.9238189458847046,0.19834285974502563,0.7861999869346619,1.365993857383728,0.5862413048744202,0.9142572283744812,0.001
1.9151560068130493,0.20497143268585205,0.7952286005020142,1.223370909690857,0.6201395988464355,0.9651046991348267,0.001
1.915886402130127,0.20802856981754303,0.7954285740852356,1.2097194194793701,0.6909272074699402,0.9700897336006165,0.001
1.9075084924697876,0.21365714073181152,0.7991714477539062,1.3887858390808105,0.5194416642189026,0.9541375637054443,0.001
1.904980182647705,0.21471428871154785,0.8060285449028015,1.4386926889419556,0.47258225083351135,0.9511465430259705,0.001
1.9011855125427246,0.21645714342594147,0.80711430311203,1.300437569618225,0.59122633934021,0.9162512421607971,0.001
1.8958046436309814,0.22297142446041107,0.8106856942176819,1.1912670135498047,0.6869391798973083,0.9541375637054443,0.001
1.8865658044815063,0.22939999401569366,0.821142852306366,1.1927459239959717,0.6759721040725708,0.9760717749595642,0.001
1.8867796659469604,0.23105713725090027,0.8179143071174622,1.4291597604751587,0.5154536366462708,0.8943170309066772,0.001
1.8707585334777832,0.24862857162952423,0.8300285935401917,1.3633172512054443,0.5762711763381958,0.9012961387634277,0.001
1.8598408699035645,0.2556857168674469,0.8427143096923828,1.7112023830413818,0.43868395686149597,0.7916251420974731,0.001
1.8470056056976318,0.2646571397781372,0.8465999960899353,1.1910051107406616,0.6590229272842407,0.9611166715621948,0.001
1.824241280555725,0.28294286131858826,0.8600857257843018,1.4771418571472168,0.5782651901245117,0.8664007782936096,0.001
1.6291553974151611,0.4088285565376282,0.9265428781509399,1.311849594116211,0.6161515712738037,0.9322034120559692,0.000100000005
1.4965877532958984,0.47934284806251526,0.9516857266426086,1.509200930595398,0.5274177193641663,0.8983050584793091,0.000100000005
1.3939647674560547,0.5414857268333435,0.9640285968780518,1.596662163734436,0.5373878479003906,0.8713858127593994,0.000100000005
1.289526343345642,0.6028857231140137,0.97422856092453,1.7275429964065552,0.4945164620876312,0.8813559412956238,0.000100000005
1.1850241422653198,0.6608285903930664,0.9825714230537415,1.5805484056472778,0.6241276264190674,0.9551345705986023,0.000100000005
1.0860236883163452,0.7191143035888672,0.9873428344726562,1.906764030456543,0.48155534267425537,0.8683947920799255,0.000100000005
0.9896578192710876,0.7766285538673401,0.991599977016449,2.4850351810455322,0.3908275067806244,0.8105682730674744,0.000100000005
0.9030774831771851,0.8274571299552917,0.9939428567886353,2.0280466079711914,0.5324028134346008,0.9122632145881653,0.000100000005
0.8212575912475586,0.8723714351654053,0.9962000250816345,1.915757656097412,0.48953139781951904,0.9042871594429016,0.000100000005
0.7469861507415771,0.9132571220397949,0.9977999925613403,2.0636606216430664,0.4616151452064514,0.8853439688682556,0.000100000005
0.6576089262962341,0.9612571597099304,0.9989428520202637,1.9685708284378052,0.49351945519447327,0.8903290033340454,1.0000001e-05
0.6401767730712891,0.9695428609848022,0.9990285634994507,2.0289337635040283,0.48255234956741333,0.876370906829834,1.0000001e-05
0.631313145160675,0.9735428690910339,0.9990571141242981,2.015784740447998,0.4715852439403534,0.8783649206161499,1.0000001e-05
0.6256882548332214,0.9755428433418274,0.9991428852081299,2.018624782562256,0.4735792577266693,0.8863409757614136,1.0000001e-05
0.6174671649932861,0.9774571657180786,0.9990285634994507,1.9742218255996704,0.4785642921924591,0.8893319964408875,1.0000001e-05
